country,countryname,oecdmember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103_1,per103_2,per104,per105,per106,per107,per108,per109,per110,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per203,per204,per301,per302,per303,per304,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416_1,per416_2,per501,per502,per503,per504,per505,per506,per507,per601_1,per601_2,per602_1,per602_2,per603,per604,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per701,per702,per703_1,per703_2,per704,per705,per706,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
150,"Argentina",0,14/05/1989,198905,150029,"Justicialist Party of Popular Unity","FREJUPO",40,"Carlos S. Menem",314,5,2018,.6880000000000001,.614,44.684,0,47.49,126,254,1,930,"2022-1",1492,.134,0,0,0,8.109999999999999,.134,.067,0,2.614,0,0,0,.134,0,4.088,0,0,0,0,0,6.903,0,4.893,1.273,7.842000000000001,0,0,0,0,0,1.542,.9380000000000001,5.63,3.351,.737,1.676,0,1.609,4.021,4.424,.402,0,.737,1.877,0,0,.134,0,0,2.815,.268,0,.268,0,6.032,0,0,0,1.273,0,.9380000000000001,0,11.528,0,0,0,0,0,0,0,9.249000000000001,0,2.212,0,0,0,2.145,-3.82,8.981,3.418,3.083,.067,"2022a","RM63HS"
150,"Argentina",0,14/05/1989,198905,150040,"Center Alliance","",40,"Álvaro Alsogaray",314,5,2018,.6880000000000001,.614,9.595000000000001,0,6.87,14,254,1,930,"2022-1",143,0,0,0,0,0,.6990000000000001,3.497,.6990000000000001,2.797,0,0,0,1.399,.6990000000000001,4.196,0,.6990000000000001,0,3.497,0,6.993,0,2.797,0,5.594,0,0,0,0,0,11.888,0,.6990000000000001,0,0,0,0,0,0,.6990000000000001,1.399,0,0,7.692,0,0,1.399,2.098,0,0,7.692,7.692,12.587,1.399,3.497,0,0,0,.6990000000000001,0,1.399,0,3.497,0,0,0,0,0,0,0,2.098,0,0,0,0,0,0,13.287,.6990000000000001,19.58,7.692,4.196,"2022a","QT6YB6"
150,"Argentina",0,14/05/1989,198905,150301,"Civic Radical Union","UCR",30,"Eduardo Angeloz",314,5,2018,.6880000000000001,.614,28.749,0,37.09815,90,254,1,930,"2022-1",994,.202,0,0,.604,.402,.805,1.308,.704,3.421,0,0,0,0,.402,7.042,0,0,0,0,1.006,7.545,0,6.338,.101,1.811,0,0,0,0,0,2.716,2.314,4.024,.905,.503,.604,0,2.616,0,1.408,7.143,0,1.006,.302,0,0,2.716,3.018,3.32,4.125,6.841,.201,4.225,.101,1.911,0,0,0,.302,.201,2.113,.905,3.32,0,.805,0,0,0,0,0,4.527,0,3.32,0,0,.503,2.314,-19.416,4.93,3.018,10.966,2.012,"2022a","QCSEOS"
150,"Argentina",0,14/05/1995,199505,150201,"Justicialist Party","PJ",40,"Carlos S. Menem",314,5,2017,.717,.621,43.026,0,49.9028131945482,131,257,1,921,"2022-1",1252,1.757,.08,0,.08,.08,1.198,.16,1.438,3.035,2.716,0,0,.9580000000000001,0,3.834,0,0,0,.24,1.438,8.946,0,3.994,.399,5.351,1.038,0,0,0,0,5.192,1.278,1.597,2.236,.479,0,0,1.757,0,.9580000000000001,19.169,0,0,4.233,0,0,.719,1.518,3.355,1.118,4.313,0,3.914,0,2.236,0,0,0,.16,0,1.118,0,1.917,0,.08,0,.08,0,0,0,2.236,0,2.077,0,0,.399,1.118,1.997,3.834,9.425000000000001,5.431,1.597,"2022a","HGJWJD"
150,"Argentina",0,14/05/1995,199505,150202,"Front for a Country in Solidarity","FREPASO",20,"José O. Bordón",314,5,2017,.717,.621,20.689,0,29.2956174215002,26,257,1,921,"2022-1",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.522,0,0,0,2.174,0,8.696,0,0,6.522,0,0,0,0,0,0,0,6.522,8.696,0,0,2.174,0,0,0,4.348,6.522,0,0,6.522,0,0,0,0,2.174,13.043,8.696,0,6.522,0,4.348,0,0,0,0,0,0,0,2.174,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,-15.217,8.696,6.522,21.739,0,"2022a","CPBGUM"
150,"Argentina",0,14/05/1995,199505,150301,"Civic Radical Union","UCR",30,"Horacio Massacessi",314,5,2017,.717,.621,21.704,0,16.9935172195496,68,257,1,921,"2022-1",880,1.818,.114,.114,.341,0,1.477,0,2.045,2.386,1.477,0,0,.114,1.023,12.727,0,0,0,0,1.705,4.205,0,2.5,3.068,8.295,.341,0,0,0,.114,.909,2.841,7.159,.341,.341,.341,.455,1.364,0,1.364,3.977,0,0,1.477,0,0,1.705,1.364,3.977,4.432,2.727,0,4.318000000000001,0,3.75,0,0,.341,0,0,1.023,0,1.932,0,.455,0,.909,0,0,0,2.5,0,2.386,0,0,.227,3.523,-11.136,7.5,2.386,7.159,2.159,"2022a","NFCFC9"
150,"Argentina",0,24/10/1999,199910,150028,"Justicialist Coalition for Change","",40,"Eduardo Duhalde",314,5,2017,.717,.621,35.936,0,38.6865849521122,99,257,8,921,"2022-1",587,1.022,0,0,.341,.341,.17,0,.17,5.281,2.555,0,0,0,.681,4.94,0,0,.341,0,0,7.666,0,8.007,.341,.341,0,0,0,0,.17,.681,4.600000000000001,1.533,.341,.511,2.726,0,1.363,.17,.511,5.111,0,0,2.896,0,0,3.066,2.896,5.622,4.600000000000001,6.303,.852,5.792,0,2.044,0,0,.17,1.874,0,4.94,0,4.089,0,.511,0,.341,0,0,0,1.874,0,1.022,0,0,.681,.511,-6.644,1.874,3.578,10.903,.17,"2022a","2G89TV"
150,"Argentina",0,24/10/1999,199910,150032,"Aliance for Work, Justice, and Education","ALIANZA",30,"Fernando de la Rúa",314,5,2017,.717,.621,43.764,0,48.3652471608538,119,257,8,921,"2022-1",1273,4.635,.314,0,.393,.157,.628,0,1.021,1.964,1.807,0,0,.471,2.2,3.928,0,0,0,.079,.157,5.97,0,9.662000000000001,1.728,.786,0,0,0,0,.157,1.414,5.027,5.892,0,0,2.2,0,.628,0,1.414,8.247999999999999,0,0,1.885,0,0,1.493,.786,3.535,2.985,8.090999999999999,0,4.713,0,1.021,0,0,0,.236,0,3.299,.157,1.335,0,.236,0,.9430000000000001,0,0,0,3.221,0,1.335,0,.079,1.257,2.514,-13.04,5.892,3.299,11.076,1.021,"2022a","PQA7K3"
150,"Argentina",0,24/10/1999,199910,150601,"Action for the Republic","AR",60,"Domingo Cavallo",314,5,2017,.717,.621,8.114000000000001,0,9.81265432035244,11,257,1,921,"2022-1",567,2.998,.353,0,.353,0,1.411,.176,.353,3.88,3.351,0,0,.353,.176,6.173,0,.529,0,.353,0,3.527,0,10.229,4.938,.353,0,0,0,0,0,5.996,4.762,2.116,.705,0,.353,1.411,.353,0,.705,3.527,0,0,2.998,0,0,1.94,2.293,1.94,2.116,8.465999999999999,3.175,4.938,.705,0,0,0,.353,0,0,7.055,0,1.94,0,0,0,0,0,0,0,1.764,.882,0,0,0,0,0,.176,2.822,8.995000000000001,10.582,.529,"2022a","584ETE"
150,"Argentina",0,27/04/2003,200304,150022,"Front for Loyalty and Union of the Democratic Centre","FPL + UCeDé",20,"Carlos S. Menem",314,5,2016,.717,.621,,,24.25,,257,8,911,"2022-1",289,0,0,0,0,0,0,0,.346,3.806,1.038,0,0,0,0,4.498,0,0,0,0,.346,5.19,.6920000000000001,12.803,1.384,0,.346,0,0,0,0,2.076,3.46,2.422,.346,0,.346,.6920000000000001,.6920000000000001,.6920000000000001,1.038,5.19,0,0,3.114,0,0,1.73,1.73,8.651,3.46,7.266,0,7.612,0,.6920000000000001,.346,0,0,0,0,11.419,.346,.6920000000000001,0,0,0,0,0,0,0,4.152,0,1.038,0,0,0,.346,-7.958,2.768,5.19,10.727,.346,"2022a","2KEXTU"
150,"Argentina",0,27/04/2003,200304,150025,"Front for Victory","FpV",20,"Néstor C.  Kirchner",314,5,2016,.717,.621,,,22.24,,257,8,911,"2022-1",75,2.667,0,0,0,0,0,0,0,4,1.333,0,0,0,0,14.667,0,0,0,0,0,5.333,0,9.333,2.667,0,0,0,0,0,0,0,4,6.667,0,0,2.667,0,2.667,2.667,1.333,1.333,1.333,2.667,4,0,0,0,0,5.333,5.333,4,0,5.333,0,4,0,0,0,0,0,4,0,2.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.667,8,4,9.333,0,"2022a","YWW7TN"
150,"Argentina",0,27/04/2003,200304,150205,"Front of the popular movement","MP",20,"Adolfo Rodriguez Saá",314,5,2016,.717,.621,,,14.11,,257,8,911,"2022-1",24,0,0,0,0,0,0,0,0,0,4.167,0,0,0,4.167,16.667,0,0,0,0,0,0,0,4.167,4.167,4.167,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,4.167,0,0,8.333,0,0,0,0,4.167,4.167,8.333,0,0,0,8.333,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,4.167,0,8.333,12.5,0,"2022a","6ZRXJH"
150,"Argentina",0,27/04/2003,200304,150210,"Alternative for a Republic of Equals","ARI",20,"Elisa M. A. Carrió",314,5,2016,.717,.621,,,14.1,,257,8,911,"2022-1",1366,1.61,0,0,0,.146,.732,.878,.805,1.757,1.318,0,0,0,2.709,13.763,0,0,.146,.146,1.684,1.757,0,5.71,5.051,0,0,.146,0,0,.439,0,2.269,5.417,0,0,1.684,0,1.464,.22,1.098,3.514,.439,.366,2.489,0,0,1.098,1.757,3.075,4.246,9.516999999999999,0,4.392,0,1.537,0,0,0,.146,0,2.343,2.343,2.489,.659,.146,0,0,0,0,0,2.928,0,1.757,0,0,1.025,2.782,-26.135,5.857,2.489,13.763,1.684,"2022a","KRWU31"
150,"Argentina",0,27/04/2003,200304,150401,"Recreate for Growth","RECREAR",40,"Ricardo López Murphy",314,5,2016,.717,.621,,,16.37,,257,1,911,"2022-1",1050,7.333,0,0,0,0,0,0,.095,2,0,0,0,.9520000000000001,.286,3.333,0,0,0,.381,0,5.524,.857,22,1.143,1.143,0,.9520000000000001,0,0,0,1.238,1.048,.286,0,0,0,.381,.381,0,1.238,3.619,0,0,6.095,0,0,.381,0,1.048,1.333,1.714,4.286,15.619,6.19,1.524,0,0,0,.476,0,.5710000000000001,0,3.905,0,0,0,0,0,0,0,.5710000000000001,2,0,0,0,.095,0,-.381,.286,7.333,3.048,.095,"2022a","LUGSJM"
150,"Argentina",0,28/10/2007,200710,150023,"Civic Coalition","CC",20,"Elisa Carrió",314,5,2016,.717,.621,,,23.07,27,257,8,911,"2022-1",954,0,0,0,.105,0,0,.419,1.153,1.782,.314,0,0,1.048,4.822,16.247,0,.21,.21,.419,0,2.096,0,8.281000000000001,4.717000000000001,2.096,0,0,0,.21,0,0,5.765,2.201,.629,0,.21,0,.9430000000000001,.105,1.677,2.096,0,0,0,0,0,2.096,.9430000000000001,1.048,5.556,4.507,0,2.201,0,.419,0,0,.419,0,.21,3.774,1.677,2.621,.21,.734,0,2.306,0,0,0,2.516,0,2.621,0,0,2.411,5.975000000000001,-11.006,2.83,0,10.063,1.572,"2022a","CVRJJW"
150,"Argentina",0,28/10/2007,200710,150025,"Front for Victory","FpV",20,"Cristina Fernández de Kirchner",314,5,2016,.717,.621,,,44.69,153,257,8,911,"2022-1",53,0,0,0,0,0,0,0,0,5.66,1.887,0,0,0,0,5.66,0,0,0,0,0,7.547000000000001,0,3.774,5.66,1.887,0,0,0,0,0,0,5.66,3.774,7.547000000000001,0,1.887,0,0,1.887,3.774,0,0,0,1.887,0,0,0,0,9.434000000000001,7.547000000000001,5.66,0,7.547000000000001,0,0,0,0,0,0,0,9.434000000000001,0,0,0,0,0,0,0,0,0,1.887,0,0,0,0,0,0,-20.755,11.321,1.887,13.208,0,"2022a","MKIC2Y"
150,"Argentina",0,28/10/2007,200710,150027,"Justice, Union and Liberty Front","FREJULI",20,"Alberto J. Rodriguez Saa",314,5,2016,.717,.621,,,7.76,9,257,8,911,"2022-1",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.538,0,0,0,3.846,0,11.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.385,7.692,0,0,0,0,0,0,3.846,7.692,7.692,7.692,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,11.538,0,0,0,0,-26.923,0,0,15.385,0,"2022a","G2BC4R"
150,"Argentina",0,28/10/2007,200710,150031,"An Advanced Union","UNA",30,"Roberto Lavagna",314,5,2016,.717,.621,,,16.96,30,257,1,911,"2022-1",333,0,0,0,0,0,2.402,0,2.102,1.802,.901,0,0,0,.901,15.916,0,0,0,.901,0,4.805,0,2.102,2.703,9.309000000000001,0,0,0,0,.601,0,2.703,.3,2.102,0,0,0,0,0,9.009,3.303,.901,0,.3,0,0,1.201,1.502,0,8.108000000000001,9.009,0,2.703,0,5.405,0,0,0,0,0,2.703,0,.901,0,0,0,0,0,0,0,4.505,0,.901,0,0,0,0,-13.213,3.303,.3,17.117,2.102,"2022a","OKXIK2"
150,"Argentina",0,28/06/2009,200906,150024,"Social and Civic Agreement","ACyS",20,"",314,5,2015,.797,.606,28.8,0,,68,257,8,911,"2022-1",75,0,0,0,0,0,0,0,2.667,13.333,1.333,0,0,0,2.667,9.333,0,1.333,0,2.667,0,10.667,0,5.333,6.667,0,0,0,0,0,0,0,1.333,0,1.333,0,1.333,0,1.333,0,2.667,2.667,0,0,0,0,0,0,1.333,0,2.667,4,0,1.333,0,1.333,0,0,0,0,0,10.667,0,0,0,0,0,0,0,0,0,4,0,2.667,0,0,0,5.333,-20,1.333,0,6.667,2.667,"2022a","PU3VZN"
150,"Argentina",0,28/06/2009,200906,150025,"Front for Victory","FpV",20,"",314,5,2015,.797,.606,30.28,0,,87,257,8,911,"2022-1",30,0,0,0,0,0,0,0,0,3.333,6.667,0,0,0,0,10,0,0,0,0,0,6.667,0,3.333,0,0,0,0,0,0,0,0,6.667,10,6.667,0,3.333,0,0,3.333,0,3.333,0,0,0,0,0,0,0,6.667,3.333,13.333,0,6.667,0,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,16.667,0,16.667,0,"2022a","7MMO7P"
150,"Argentina",0,28/06/2009,200906,150061,"Alliance Union-PRO","",60,"",314,5,2015,.797,.606,19.21,0,,11,257,8,911,"2022-1",172,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744,1.744,0,0,0,0,0,7.558,0,8.721,0,0,0,0,0,0,0,0,5.233000000000001,.581,0,0,.581,0,.581,0,1.163,4.651,0,0,0,0,0,0,0,4.07,4.651,16.279,0,14.535,0,0,0,0,0,0,0,11.628,2.326,0,0,1.163,0,0,0,0,0,2.907,0,5.233000000000001,0,0,0,4.651,-18.023,.581,0,20.93,0,"2022a","T6TWJ8"
150,"Argentina",0,28/06/2009,200906,150220,"New Encounter","",20,"",314,5,2015,.797,.606,,,,5,257,8,911,"2022-1",104,0,0,0,0,0,0,0,0,.962,3.846,0,0,0,3.846,5.769,0,0,5.769,0,0,2.885,0,1.923,.962,0,0,0,0,0,.962,0,1.923,.962,.962,0,0,0,0,0,1.923,1.923,0,0,0,0,0,1.923,10.577,1.923,4.808,15.385,0,5.769,0,0,0,0,0,0,0,12.5,0,3.846,0,0,0,0,0,0,0,3.846,0,0,0,0,0,4.808,-16.346,1.923,0,20.192,0,"2022a","UPO282"
150,"Argentina",0,28/06/2009,200906,150221,"Neuquén People's Movement","MPN",20,"",314,5,2015,.797,.606,,,,,257,1,911,"2022-1",291,.6870000000000001,0,0,0,.344,0,0,0,.344,1.031,0,0,.344,.344,18.213,0,3.436,.344,2.405,0,14.089,0,9.966000000000001,1.031,.6870000000000001,0,0,0,0,0,0,3.436,1.031,2.062,0,0,0,1.031,0,4.811,4.467000000000001,.6870000000000001,0,0,0,0,3.436,6.873,1.031,.344,1.031,.344,0,0,4.811,0,0,0,0,0,4.467000000000001,0,2.062,0,0,0,0,0,0,0,3.436,0,1.375,0,0,0,0,-12.027,3.78,0,1.375,0,"2022a","YCH3PJ"
150,"Argentina",0,28/06/2009,200906,150222,"It is possible","",20,"",314,5,2015,.797,.606,,,,,257,1,911,"2022-1",211,.9480000000000001,0,0,0,0,0,0,0,2.37,1.422,0,0,0,0,8.531000000000001,0,.474,0,.9480000000000001,0,2.844,0,9.005000000000001,.9480000000000001,.474,0,.9480000000000001,0,0,0,1.422,2.37,4.265,1.422,0,.9480000000000001,.9480000000000001,1.422,.474,.9480000000000001,7.109,0,0,0,0,0,4.739,2.37,6.161,.9480000000000001,12.322,0,6.161,0,1.422,.474,0,0,0,0,11.374,0,0,0,0,0,0,0,0,0,2.844,0,.9480000000000001,0,0,0,0,-18.957,5.687,1.422,13.27,0,"2022a","VZAFNB"
150,"Argentina",0,23/10/2011,201110,150025,"Front for Victory","FpV",20,"Cristina Fernández de Kirchner",314,5,2015,.797,.606,49.1,0,54.11,115,257,8,901,"2022-1",146,0,0,0,1.37,1.37,0,0,2.055,5.479,7.534,0,0,0,1.37,4.11,0,0,0,0,0,0,0,.6850000000000001,0,19.863,0,0,0,0,2.055,0,1.37,0,3.425,0,1.37,0,2.055,0,1.37,4.11,.6850000000000001,.6850000000000001,0,0,0,.6850000000000001,1.37,0,10.959,4.11,0,4.11,0,.6850000000000001,0,0,0,0,0,.6850000000000001,0,5.479,0,.6850000000000001,0,.6850000000000001,0,0,0,6.164,0,2.055,0,0,0,1.37,-3.425,4.11,0,15.068,2.055,"2022a","CHOWLQ"
150,"Argentina",0,23/10/2011,201110,150026,"Broad Progressive Front","FAP",20,"Hermes J. Binner",314,5,2015,.797,.606,12.5,0,16.81,23,257,8,901,"2022-1",536,2.052,0,0,.373,0,0,0,.9330000000000001,.746,.746,0,0,.187,.187,9.141999999999999,0,.746,.187,.187,.373,4.851,0,4.478,1.493,5.224,0,.373,0,0,0,0,2.239,.746,2.425,0,0,0,3.358,.187,.5600000000000001,6.53,0,0,.746,0,0,1.493,.373,3.545,8.022,10.261,0,6.343,0,1.679,0,0,0,0,.187,2.052,.373,6.53,0,2.612,0,0,0,0,0,4.851,0,.746,0,0,.373,1.493,-17.351,3.172,.746,18.284,.9330000000000001,"2022a","P3DSD6"
150,"Argentina",0,23/10/2011,201110,150027,"Federal Commitment","",20,"Alberto J. Rodriguez Saa",314,5,2015,.797,.606,5.8,0,8,,257,8,901,"2022-1",1927,2.128,0,0,.104,0,.727,0,.104,1.194,2.491,0,0,.5710000000000001,.415,8.926,0,0,.882,2.18,0,2.75,0,9.808,1.764,2.543,.156,.104,0,0,.052,.415,1.557,.519,.363,0,0,0,1.349,0,.052,6.850000000000001,0,0,2.024,0,0,3.581,6.175,3.477,4.048,5.034,.052,3.684,0,.8300000000000001,.104,0,.363,1.09,0,10.431,.519,1.142,0,.727,.052,.259,0,0,0,2.335,0,3.01,0,.052,.5710000000000001,2.439,1.245,.882,2.439,9.081,.104,"2022a","D1XYM8"
150,"Argentina",0,23/10/2011,201110,150230,"Popular Front","",20,"Eduardo Duhalde",314,5,2015,.797,.606,3.7,1,5.86,,257,1,901,"2022-1",108,.926,0,0,.926,0,0,0,0,0,0,0,0,1.852,.926,7.407,0,.926,.926,.926,0,1.852,0,.926,.926,0,0,0,0,0,0,0,0,.926,0,0,0,0,0,0,.926,3.704,0,0,0,0,0,0,0,1.852,.926,26.852,0,4.63,0,4.63,1.852,0,0,3.704,0,0,.926,0,.926,.926,0,0,0,0,0,22.222,0,.926,0,0,0,5.556,-50,.926,0,27.778,0,"2022a","OFIF9Z"
150,"Argentina",0,23/10/2011,201110,150301,"Civic Radical Union","UCR",30,"Ricardo L. Alfonsín",314,5,2015,.797,.606,4.9,0,11.15,38,257,1,901,"2022-1",195,.513,0,0,0,0,0,0,2.051,2.564,1.026,0,0,0,1.026,3.59,0,0,0,0,0,3.59,0,1.538,2.564,5.641,0,0,0,0,0,0,1.026,1.026,2.564,0,0,0,1.026,0,.513,7.179,1.026,0,.513,0,0,4.103,5.128,2.051,6.667,10.256,0,8.718,0,3.59,0,0,0,0,.513,7.692,0,.513,0,.513,0,.513,0,0,0,1.538,0,2.051,0,.513,1.538,5.128,-13.333,4.615,.513,16.923,2.051,"2022a","SKTIF6"
150,"Argentina",0,27/10/2013,201310,150025,"Front for Victory","FpV",20,"",314,5,2015,.797,.606,33.15,0,,132,257,8,901,"2022-1",51,1.961,0,0,3.922,1.961,0,0,0,0,3.922,0,0,0,5.882000000000001,5.882000000000001,0,3.922,0,0,0,0,0,0,0,11.765,1.961,0,0,0,3.922,0,1.961,0,0,0,0,0,0,1.961,0,3.922,1.961,0,3.922,0,0,0,0,0,5.882000000000001,9.804,0,1.961,0,1.961,0,0,0,0,0,0,0,3.922,0,0,0,0,0,0,0,5.882000000000001,0,1.961,0,0,5.882000000000001,3.922,0,1.961,3.922,15.686,0,"2022a","ZV2ZTW"
150,"Argentina",0,27/10/2013,201310,150026,"Broad Progressive Front","FAP",20,"",314,5,2015,.797,.606,0,1,,0,257,8,901,"2022-1",351,1.425,.285,0,0,.855,0,0,0,1.709,8.547000000000001,0,0,.285,1.709,7.123,0,1.14,2.279,.855,0,3.134,0,.855,1.14,2.849,0,1.14,0,0,.285,.5700000000000001,.855,.5700000000000001,1.425,.285,0,0,7.407,0,1.425,3.989,.855,0,0,0,0,4.843,3.134,.285,6.268,3.419,0,6.268,0,1.709,0,0,0,0,0,2.849,0,5.698,1.994,.5700000000000001,0,.5700000000000001,0,0,0,1.994,0,1.14,0,0,.285,5.983000000000001,-6.838,2.849,.5700000000000001,9.686999999999999,0,"2022a","E62P18"
150,"Argentina",0,27/10/2013,201310,150301,"Civic Radical Union","UCR",30,"",314,5,2015,.797,.606,21.38,0,,54,257,1,901,"2022-1",106,2.83,0,0,0,0,0,0,0,.9430000000000001,.9430000000000001,0,0,1.887,4.717000000000001,12.264,0,.9430000000000001,0,3.774,0,3.774,0,2.83,6.604,.9430000000000001,0,0,0,0,0,0,.9430000000000001,.9430000000000001,0,0,0,0,1.887,2.83,1.887,.9430000000000001,0,0,0,0,0,0,.9430000000000001,0,4.717000000000001,8.491,0,9.434000000000001,0,.9430000000000001,0,0,0,0,0,10.377,0,.9430000000000001,0,0,0,.9430000000000001,0,0,0,6.604,0,1.887,0,0,0,2.83,-15.094,.9430000000000001,0,13.208,0,"2022a","3C3C1S"
150,"Argentina",0,25/10/2015,201510,150021,"United for a New Alternative","UNA",20,"Sergio Tomás Massa",314,5,2020,.904,.886,,0,21.3902558252959,17,130,8,951,"2022-1",324,0,0,0,0,0,.309,0,0,8.951000000000001,1.235,0,0,.926,.926,3.704,0,0,0,1.235,0,1.852,0,1.543,5.864,5.556,1.852,0,0,0,0,1.235,1.235,1.543,1.852,0,0,1.235,.309,.309,.926,8.025,0,0,4.321,0,0,1.543,.617,.309,6.173,2.469,.926,6.79,.309,4.012,.309,0,0,1.852,0,10.185,1.543,2.778,0,0,0,0,0,0,0,5.247,0,0,0,0,0,0,8.333,3.395,5.556,8.641999999999999,0,"2022a","I2W77K"
150,"Argentina",0,25/10/2015,201510,150025,"Front for Victory","FpV",20,"Daniel Osvaldo Scioli",314,5,2020,.904,.886,,0,37.0806651155124,60,130,8,951,"2022-1",365,0,0,0,1.096,4.384,3.014,0,.8220000000000001,.274,2.74,0,0,.274,.8220000000000001,4.932,0,0,0,0,0,1.644,0,.8220000000000001,0,1.644,.548,0,0,.8220000000000001,.8220000000000001,0,1.096,2.74,0,0,1.644,0,0,0,3.836,15.89,0,4.932,1.644,0,0,1.918,.548,3.014,4.384,11.233,0,7.123,0,1.096,0,0,0,0,0,1.918,2.466,0,0,0,0,.274,0,0,0,5.753,0,3.836,0,0,0,0,-31.233,2.74,1.644,15.616,.8220000000000001,"2022a","LY9S59"
